Title;DOI;Article Type?;Year;Courses:;keyword themes;Inclusive Teaching  included?;Word Count of Inclusive Teaching?;Attended Workshop?;article_num;Group Year;it_tokens_3w;dei_related
Using Images of Foraging Leaf-Cutter Ants to Teach Linear Regression;https://doi.org/10.24918/cs.2020.32;Lesson;2020;Ecology, Introduction Biology, Science Process Skills;linear regression, experimental design, Plant-insect interactions, Symbiosis, Foraging behavior;Yes;583;yes;139;2019 - 2022;s sit passively;FALSE
Using Images of Foraging Leaf-Cutter Ants to Teach Linear Regression;https://doi.org/10.24918/cs.2020.32;Lesson;2020;Ecology, Introduction Biology, Science Process Skills;linear regression, experimental design, Plant-insect interactions, Symbiosis, Foraging behavior;Yes;583;yes;139;2019 - 2022;sit passively tell;FALSE
Using Images of Foraging Leaf-Cutter Ants to Teach Linear Regression;https://doi.org/10.24918/cs.2020.32;Lesson;2020;Ecology, Introduction Biology, Science Process Skills;linear regression, experimental design, Plant-insect interactions, Symbiosis, Foraging behavior;Yes;583;yes;139;2019 - 2022;passively tell students;FALSE
Using Images of Foraging Leaf-Cutter Ants to Teach Linear Regression;https://doi.org/10.24918/cs.2020.32;Lesson;2020;Ecology, Introduction Biology, Science Process Skills;linear regression, experimental design, Plant-insect interactions, Symbiosis, Foraging behavior;Yes;583;yes;139;2019 - 2022;reviewing online tutorials;FALSE
Using Images of Foraging Leaf-Cutter Ants to Teach Linear Regression;https://doi.org/10.24918/cs.2020.32;Lesson;2020;Ecology, Introduction Biology, Science Process Skills;linear regression, experimental design, Plant-insect interactions, Symbiosis, Foraging behavior;Yes;583;yes;139;2019 - 2022;graph one strategy;FALSE
Using Images of Foraging Leaf-Cutter Ants to Teach Linear Regression;https://doi.org/10.24918/cs.2020.32;Lesson;2020;Ecology, Introduction Biology, Science Process Skills;linear regression, experimental design, Plant-insect interactions, Symbiosis, Foraging behavior;Yes;583;yes;139;2019 - 2022;keep group members;TRUE
Using Images of Foraging Leaf-Cutter Ants to Teach Linear Regression;https://doi.org/10.24918/cs.2020.32;Lesson;2020;Ecology, Introduction Biology, Science Process Skills;linear regression, experimental design, Plant-insect interactions, Symbiosis, Foraging behavior;Yes;583;yes;139;2019 - 2022;group members accountable;TRUE
Using Images of Foraging Leaf-Cutter Ants to Teach Linear Regression;https://doi.org/10.24918/cs.2020.32;Lesson;2020;Ecology, Introduction Biology, Science Process Skills;linear regression, experimental design, Plant-insect interactions, Symbiosis, Foraging behavior;Yes;583;yes;139;2019 - 2022;comple group members;TRUE
Using Images of Foraging Leaf-Cutter Ants to Teach Linear Regression;https://doi.org/10.24918/cs.2020.32;Lesson;2020;Ecology, Introduction Biology, Science Process Skills;linear regression, experimental design, Plant-insect interactions, Symbiosis, Foraging behavior;Yes;583;yes;139;2019 - 2022;submission another strategy;FALSE
Using Images of Foraging Leaf-Cutter Ants to Teach Linear Regression;https://doi.org/10.24918/cs.2020.32;Lesson;2020;Ecology, Introduction Biology, Science Process Skills;linear regression, experimental design, Plant-insect interactions, Symbiosis, Foraging behavior;Yes;583;yes;139;2019 - 2022;comple anonymous peer;FALSE
Using Images of Foraging Leaf-Cutter Ants to Teach Linear Regression;https://doi.org/10.24918/cs.2020.32;Lesson;2020;Ecology, Introduction Biology, Science Process Skills;linear regression, experimental design, Plant-insect interactions, Symbiosis, Foraging behavior;Yes;583;yes;139;2019 - 2022;anonymous peer evaluations;FALSE
The Comics Project: Synthesizing and Communicating Science with Comics;https://doi.org/10.24918/cs.2020.33;Lesson;2020;Introduction Biology, Science Process Skills;communicating science Science & Society, comics;Yes;127;NA;138;2019 - 2022;explore socio scientific;TRUE
The Comics Project: Synthesizing and Communicating Science with Comics;https://doi.org/10.24918/cs.2020.33;Lesson;2020;Introduction Biology, Science Process Skills;communicating science Science & Society, comics;Yes;127;NA;138;2019 - 2022;socio scientific issues;TRUE
The Comics Project: Synthesizing and Communicating Science with Comics;https://doi.org/10.24918/cs.2020.33;Lesson;2020;Introduction Biology, Science Process Skills;communicating science Science & Society, comics;Yes;127;NA;138;2019 - 2022;curiosity student projects;TRUE
The Comics Project: Synthesizing and Communicating Science with Comics;https://doi.org/10.24918/cs.2020.33;Lesson;2020;Introduction Biology, Science Process Skills;communicating science Science & Society, comics;Yes;127;NA;138;2019 - 2022;student projects can;FALSE
The Comics Project: Synthesizing and Communicating Science with Comics;https://doi.org/10.24918/cs.2020.33;Lesson;2020;Introduction Biology, Science Process Skills;communicating science Science & Society, comics;Yes;127;NA;138;2019 - 2022;projects can represent;FALSE
The Comics Project: Synthesizing and Communicating Science with Comics;https://doi.org/10.24918/cs.2020.33;Lesson;2020;Introduction Biology, Science Process Skills;communicating science Science & Society, comics;Yes;127;NA;138;2019 - 2022;comic encourages students;TRUE
The Comics Project: Synthesizing and Communicating Science with Comics;https://doi.org/10.24918/cs.2020.33;Lesson;2020;Introduction Biology, Science Process Skills;communicating science Science & Society, comics;Yes;127;NA;138;2019 - 2022;use visual communication;TRUE
The Comics Project: Synthesizing and Communicating Science with Comics;https://doi.org/10.24918/cs.2020.33;Lesson;2020;Introduction Biology, Science Process Skills;communicating science Science & Society, comics;Yes;127;NA;138;2019 - 2022;visual communication rather;TRUE
The Comics Project: Synthesizing and Communicating Science with Comics;https://doi.org/10.24918/cs.2020.33;Lesson;2020;Introduction Biology, Science Process Skills;communicating science Science & Society, comics;Yes;127;NA;138;2019 - 2022;clearly communicate science;FALSE
The Comics Project: Synthesizing and Communicating Science with Comics;https://doi.org/10.24918/cs.2020.33;Lesson;2020;Introduction Biology, Science Process Skills;communicating science Science & Society, comics;Yes;127;NA;138;2019 - 2022;communicate science visual;TRUE
The Comics Project: Synthesizing and Communicating Science with Comics;https://doi.org/10.24918/cs.2020.33;Lesson;2020;Introduction Biology, Science Process Skills;communicating science Science & Society, comics;Yes;127;NA;138;2019 - 2022;science visual communication;TRUE
The Comics Project: Synthesizing and Communicating Science with Comics;https://doi.org/10.24918/cs.2020.33;Lesson;2020;Introduction Biology, Science Process Skills;communicating science Science & Society, comics;Yes;127;NA;138;2019 - 2022;bilingual deaf community;TRUE
The Comics Project: Synthesizing and Communicating Science with Comics;https://doi.org/10.24918/cs.2020.33;Lesson;2020;Introduction Biology, Science Process Skills;communicating science Science & Society, comics;Yes;127;NA;138;2019 - 2022;english language learners;TRUE
The Comics Project: Synthesizing and Communicating Science with Comics;https://doi.org/10.24918/cs.2020.33;Lesson;2020;Introduction Biology, Science Process Skills;communicating science Science & Society, comics;Yes;127;NA;138;2019 - 2022;disabilities additionally scientific;TRUE
The Comics Project: Synthesizing and Communicating Science with Comics;https://doi.org/10.24918/cs.2020.33;Lesson;2020;Introduction Biology, Science Process Skills;communicating science Science & Society, comics;Yes;127;NA;138;2019 - 2022;additionally scientific information;FALSE
The Comics Project: Synthesizing and Communicating Science with Comics;https://doi.org/10.24918/cs.2020.33;Lesson;2020;Introduction Biology, Science Process Skills;communicating science Science & Society, comics;Yes;127;NA;138;2019 - 2022;often inaccessible due;TRUE
The Comics Project: Synthesizing and Communicating Science with Comics;https://doi.org/10.24918/cs.2020.33;Lesson;2020;Introduction Biology, Science Process Skills;communicating science Science & Society, comics;Yes;127;NA;138;2019 - 2022;journal pay walls;TRUE
The Comics Project: Synthesizing and Communicating Science with Comics;https://doi.org/10.24918/cs.2020.33;Lesson;2020;Introduction Biology, Science Process Skills;communicating science Science & Society, comics;Yes;127;NA;138;2019 - 2022;unfamiliar scientific jargon;FALSE
The Comics Project: Synthesizing and Communicating Science with Comics;https://doi.org/10.24918/cs.2020.33;Lesson;2020;Introduction Biology, Science Process Skills;communicating science Science & Society, comics;Yes;127;NA;138;2019 - 2022;scientific jargon comics;FALSE
The Comics Project: Synthesizing and Communicating Science with Comics;https://doi.org/10.24918/cs.2020.33;Lesson;2020;Introduction Biology, Science Process Skills;communicating science Science & Society, comics;Yes;127;NA;138;2019 - 2022;jargon comics told;FALSE
The Comics Project: Synthesizing and Communicating Science with Comics;https://doi.org/10.24918/cs.2020.33;Lesson;2020;Introduction Biology, Science Process Skills;communicating science Science & Society, comics;Yes;127;NA;138;2019 - 2022;compelling illustrations make;TRUE
The Comics Project: Synthesizing and Communicating Science with Comics;https://doi.org/10.24918/cs.2020.33;Lesson;2020;Introduction Biology, Science Process Skills;communicating science Science & Society, comics;Yes;127;NA;138;2019 - 2022;illustrations make science;FALSE
The Comics Project: Synthesizing and Communicating Science with Comics;https://doi.org/10.24918/cs.2020.33;Lesson;2020;Introduction Biology, Science Process Skills;communicating science Science & Society, comics;Yes;127;NA;138;2019 - 2022;make science accessible;TRUE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;lesson explicitly hold;FALSE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;explicitly hold different;FALSE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;hold different perceptions;FALSE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;changed various earth;FALSE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;various earth system;FALSE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;earth system processes;FALSE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;humans can safely;TRUE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;can safely alter;TRUE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;processes without crossing;FALSE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;without crossing biophysical;FALSE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;crossing biophysical thresholds;FALSE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;large enrollment course;FALSE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;enrollment course without;FALSE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;course without purposeful;TRUE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;without purposeful opportunities;TRUE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;promote students sense;TRUE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;dermine three planary;FALSE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;three planary boundaries;FALSE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;activity thereby encourages;FALSE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;thereby encourages students;TRUE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;others perceptions might;FALSE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;perceptions might differ;FALSE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;given planary boundary;FALSE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;current scientific understanding;FALSE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;lesson takes place;FALSE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;several ways first;FALSE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;student response system;FALSE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;response system kahoot;FALSE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;safe operating space;FALSE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;paper supporting file;FALSE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;cooperative learning reading;TRUE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;learning reading assurance;FALSE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;reading assurance assignment;FALSE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;class polling questions;FALSE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;polling questions students;FALSE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;questions students answered;TRUE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;question using personal;TRUE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;using personal accounts;TRUE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;class sessions responses;FALSE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;class group assignment;TRUE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;short introductory lecture;FALSE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;collaborative group activity;TRUE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;teaching assistants circulate;FALSE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;assistants circulate among;FALSE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;equally shared timing;TRUE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;shared timing prompts;FALSE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;timing prompts can;FALSE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;prompts can also;FALSE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;compiling group results;FALSE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;ensure equal participation;TRUE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;large enrollment courses;FALSE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;comple guided discussion;FALSE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;guided discussion questions;FALSE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;discussion questions supporting;FALSE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;questions supporting file;FALSE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;cooperative learning discussion;TRUE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;think pair share;FALSE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;full class discussion;FALSE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;guided discussion questions;FALSE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;summative assessments supporting;FALSE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;assessments supporting file;FALSE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;cooperative learning discussion;TRUE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;assessment questions encourages;TRUE
Using student perceptions and cooperative learning to unpack primary literature on global change;https://doi.org/10.24918/cs.2020.35;lesson;2020;ecology;global change, anthropocene, earth-system, planetary boundary concept, thresholds;Yes;457;NA;137;2019 - 2022;questions encourages students;TRUE
Modeling Strep Throat Detection, Infection, and Spread Using an SIR Model and the Vensim Simulation Software;https://doi.org/10.24918/cs.2020.36;Lesson;2020;Cell Biology, Immunology, Introduction Biology, Microbiology;infectious disease, biological modeling, SIR model;Yes;43;NA;136;2019 - 2022;instructor can ask;FALSE
Modeling Strep Throat Detection, Infection, and Spread Using an SIR Model and the Vensim Simulation Software;https://doi.org/10.24918/cs.2020.36;Lesson;2020;Cell Biology, Immunology, Introduction Biology, Microbiology;infectious disease, biological modeling, SIR model;Yes;43;NA;136;2019 - 2022;can ask students;TRUE
Modeling Strep Throat Detection, Infection, and Spread Using an SIR Model and the Vensim Simulation Software;https://doi.org/10.24918/cs.2020.36;Lesson;2020;Cell Biology, Immunology, Introduction Biology, Microbiology;infectious disease, biological modeling, SIR model;Yes;43;NA;136;2019 - 2022;lack health care;TRUE
Modeling Strep Throat Detection, Infection, and Spread Using an SIR Model and the Vensim Simulation Software;https://doi.org/10.24918/cs.2020.36;Lesson;2020;Cell Biology, Immunology, Introduction Biology, Microbiology;infectious disease, biological modeling, SIR model;Yes;43;NA;136;2019 - 2022;paid sick leave;FALSE
Integrating Manipulatives and Animations to Visualize Holliday Junctions;https://doi.org/10.24918/cs.2020.37;Lesson;2020;Biochemistry and Molecular Biology;dna structure, DNA damage, DNA recombination, Gene crossover, Holliday junction;Yes;214;NA;135;2019 - 2022;concre verbal symbolic;TRUE
Integrating Manipulatives and Animations to Visualize Holliday Junctions;https://doi.org/10.24918/cs.2020.37;Lesson;2020;Biochemistry and Molecular Biology;dna structure, DNA damage, DNA recombination, Gene crossover, Holliday junction;Yes;214;NA;135;2019 - 2022;verbal symbolic visual;TRUE
Integrating Manipulatives and Animations to Visualize Holliday Junctions;https://doi.org/10.24918/cs.2020.37;Lesson;2020;Biochemistry and Molecular Biology;dna structure, DNA damage, DNA recombination, Gene crossover, Holliday junction;Yes;214;NA;135;2019 - 2022;three dimensional manipulative;TRUE
Integrating Manipulatives and Animations to Visualize Holliday Junctions;https://doi.org/10.24918/cs.2020.37;Lesson;2020;Biochemistry and Molecular Biology;dna structure, DNA damage, DNA recombination, Gene crossover, Holliday junction;Yes;214;NA;135;2019 - 2022;dimensional manipulative model;TRUE
Integrating Manipulatives and Animations to Visualize Holliday Junctions;https://doi.org/10.24918/cs.2020.37;Lesson;2020;Biochemistry and Molecular Biology;dna structure, DNA damage, DNA recombination, Gene crossover, Holliday junction;Yes;214;NA;135;2019 - 2022;holliday junction resolution;FALSE
Integrating Manipulatives and Animations to Visualize Holliday Junctions;https://doi.org/10.24918/cs.2020.37;Lesson;2020;Biochemistry and Molecular Biology;dna structure, DNA damage, DNA recombination, Gene crossover, Holliday junction;Yes;214;NA;135;2019 - 2022;symbolic molecular representations;TRUE
Integrating Manipulatives and Animations to Visualize Holliday Junctions;https://doi.org/10.24918/cs.2020.37;Lesson;2020;Biochemistry and Molecular Biology;dna structure, DNA damage, DNA recombination, Gene crossover, Holliday junction;Yes;214;NA;135;2019 - 2022;crystal structure models;FALSE
Integrating Manipulatives and Animations to Visualize Holliday Junctions;https://doi.org/10.24918/cs.2020.37;Lesson;2020;Biochemistry and Molecular Biology;dna structure, DNA damage, DNA recombination, Gene crossover, Holliday junction;Yes;214;NA;135;2019 - 2022;multiple visual representations;TRUE
Integrating Manipulatives and Animations to Visualize Holliday Junctions;https://doi.org/10.24918/cs.2020.37;Lesson;2020;Biochemistry and Molecular Biology;dna structure, DNA damage, DNA recombination, Gene crossover, Holliday junction;Yes;214;NA;135;2019 - 2022;visual representations including;TRUE
Integrating Manipulatives and Animations to Visualize Holliday Junctions;https://doi.org/10.24918/cs.2020.37;Lesson;2020;Biochemistry and Molecular Biology;dna structure, DNA damage, DNA recombination, Gene crossover, Holliday junction;Yes;214;NA;135;2019 - 2022;representations including crystal;FALSE
Integrating Manipulatives and Animations to Visualize Holliday Junctions;https://doi.org/10.24918/cs.2020.37;Lesson;2020;Biochemistry and Molecular Biology;dna structure, DNA damage, DNA recombination, Gene crossover, Holliday junction;Yes;214;NA;135;2019 - 2022;including crystal structure;FALSE
Integrating Manipulatives and Animations to Visualize Holliday Junctions;https://doi.org/10.24918/cs.2020.37;Lesson;2020;Biochemistry and Molecular Biology;dna structure, DNA damage, DNA recombination, Gene crossover, Holliday junction;Yes;214;NA;135;2019 - 2022;crystal structure images;FALSE
